id_cliente,edad,ingreso_mensual,nivel_educativo,ciudad,fecha_vinculacion,saldo_actual,cuotas_pagadas,cuotas_totales,estado_cuenta,score_externo
CLI-113486,19,1580329,Primaria,BAQ,2019-08-25,1778419,7,24,Al día,671
CLI-113487,77,4102305,Universitario,"Cartagena, Bolívar",2023-11-26,0,12,12,Cancelado,704
CLI-113488,18,3996272,Universitario,"Barranquilla, Atlántico",2025-02-05,1365551,34,48,Al día,675
CLI-113489,0,0,Universitario,cucuta,2024-08-18,4028887,32,48,Al día,511
CLI-113490,79,0,Posgrado,MDL,2024-01-24,1437155,1,6,Al día,517
CLI-113491,54,0,Tecnólogo,MEDELLÍN,2022-12-04,5263133,6,18,Al día,301
CLI-113492,43,4119200,Universitario,Santiago de Cali,2024-03-02,0,6,6,Cancelado,764
CLI-113493,72,900000,Técnico,ibague,2017-08-10,0,6,6,Cancelado,780
CLI-113494,32,0,Tecnólogo,Santiago de Cali,2019-04-04,1075315,4,12,Al día,525
CLI-113495,55,1386062,Secundaria,B/manga,2023-10-19,8284490,4,24,Al día,578
CLI-113496,22,1161244,Secundaria,BOG,2016-11-21,0,12,12,Cancelado,793
CLI-113497,40,3575882,Tecnólogo,ibague,2016-11-21,9611305,14,36,Al día,835
CLI-113498,72,1966919,Técnico,bogota,2019-06-12,1033980,2,12,Al día,675
CLI-113499,46,0,Tecnólogo,Barranqilla,2016-12-13,254029,16,18,Al día,359
CLI-113500,46,1621780,Secundaria,Manizales,2022-04-01,13595640,5,36,Al día,803
CLI-113501,48,2423797,Secundaria,cartagena,2023-12-30,15519464,18,48,Moroso,466
CLI-113502,29,3562666,Técnico,San José de Cúcuta,2022-08-12,10129774,18,48,Moroso,352
CLI-113503,62,2598242,Secundaria,MANIZALES,2020-08-12,2043175,27,48,Al día,552
CLI-113504,42,7143847,Posgrado,Bta,2020-03-10,0,36,36,Cancelado,629
CLI-113505,73,2762494,Secundaria,Bta,2021-07-24,3140427,17,36,Al día,840
CLI-113506,63,2803582,Secundaria,CÚCUTA,2023-08-29,0,6,6,Cancelado,795
CLI-113507,18,2740798,Técnico,BARRANQUILLA,2024-06-11,21636935,6,48,Moroso,304
CLI-113508,20,0,Secundaria,PEREIRA,2020-06-28,3379695,10,18,Al día,539
CLI-113509,79,9805743,Universitario,CARTAGENA,2020-12-10,3945928,4,18,Al día,565
CLI-113510,51,3172961,Tecnólogo,Barranquilla,2021-12-17,1102752,41,48,Al día,372
CLI-113511,2,0,Tecnólogo,BAQ,2024-03-06,5949479,16,36,Al día,753
CLI-113512,24,3116233,Tecnólogo,Medellin,2024-04-18,0,12,12,Cancelado,841
CLI-113513,69,3496362,Tecnólogo,Bta,2025-06-02,1806792,23,36,Al día,576
CLI-113514,48,2613651,Tecnólogo,manizales,2019-04-22,3974980,0,6,Moroso,
CLI-113515,31,0,Primaria,Pereira,2019-12-07,7534223,6,18,Moroso,503
CLI-113516,2,0,Primaria,"Barranquilla, Atlántico",2017-03-02,5435872,0,12,Moroso,465
CLI-113517,69,0,Primaria,Sta Marta,2019-11-18,11742878,7,36,Al día,679
CLI-113518,61,0,Secundaria,SANTA MARTA,2015-12-28,969337,8,12,Al día,634
CLI-113519,55,8629677,Posgrado,Villavicencio,2023-05-26,2103450,3,12,Al día,503
CLI-113520,60,0,Universitario,Bucaramanga,2016-12-28,4744019,3,18,Moroso,386
CLI-113521,69,6144601,Universitario,PEI,2019-11-26,1293335,7,18,Al día,552
CLI-113522,3,0,Técnico,BOG,2019-12-21,694988,11,18,Al día,354
CLI-113523,18,0,Primaria,CARTAGENA,2018-07-10,5126586,5,18,Moroso,
CLI-113524,54,3084257,Técnico,Santiago de Cali,2024-01-19,0,12,12,Cancelado,766
CLI-113525,62,3458030,Tecnólogo,Barranquilla,2021-03-24,10740514,24,48,Al día,552
CLI-113526,52,2237836,Secundaria,Cartagena,2025-04-13,6331258,14,48,Al día,476
CLI-113527,29,0,Técnico,manizales,2020-04-15,11894917,54,48,Al día,656
CLI-113528,18,1683782,Secundaria,cali,2015-07-02,955013,1,6,Al día,797
CLI-113529,61,4360557,Tecnólogo,SANTA MARTA,2018-01-17,3492093,23,36,Al día,677
CLI-113530,20,0,Primaria,Bucaramanga,2020-03-26,509010,2,6,Al día,782
CLI-113531,70,6387941,Universitario,"Ibagué, Tolima",2024-11-28,0,12,12,Cancelado,808
CLI-113532,44,4828790,Universitario,CÚCUTA,2023-03-25,12968984,17,48,Al día,655
CLI-113533,45,2214864,Tecnólogo,BOG,2017-12-21,1640008,9,18,Al día,379
CLI-113534,18,0,Tecnólogo,bucaramanga,2025-02-06,11633541,9,48,Moroso,312
CLI-113535,50,3171015,Tecnólogo,barranquilla,2025-05-18,0,18,18,Cancelado,841
CLI-113536,18,0,Universitario,bogota,2015-06-17,7247474,21,48,Al día,676
CLI-113537,52,4689363,Tecnólogo,bucaramanga,2023-09-11,565535,43,48,Al día,485
CLI-113538,2,2230574,Secundaria,Medellín,2023-06-26,1558145,5,18,Al día,392
CLI-113539,20,0,Técnico,Barranqilla,2025-03-24,842067,15,24,Al día,582
CLI-113540,30,2516577,Tecnólogo,ibague,2024-10-27,10154826,0,36,Moroso,400
CLI-113541,43,0,Técnico,Cucuta,2015-09-20,3086781,11,18,Al día,453
CLI-113542,44,4465179,Tecnólogo,CTG,2023-08-30,587542,1,6,Al día,415
CLI-113543,76,0,Universitario,CALI,2015-12-19,11172150,10,48,Al día,414
CLI-113544,74,0,Técnico,pereira,2015-10-12,1576494,2,6,Al día,375
CLI-113545,54,2275691,Secundaria,manizales,2016-06-13,1445344,6,12,Al día,705
CLI-113546,65,6880738,Universitario,Cartagena,2015-05-28,8644703,13,36,Al día,354
CLI-113547,53,3134470,Técnico,"Pereira, Risaralda",2023-08-05,3661556,8,18,Al día,774
CLI-113548,40,1111038,Secundaria,Santiago de Cali,2018-03-11,6958614,22,48,Al día,381
CLI-113549,35,5624209,Posgrado,IBAGUÉ,2024-03-30,1159529,23,36,Al día,336
CLI-113550,56,0,Técnico,Bta,2022-08-10,4230771,2,12,Al día,423
CLI-113551,52,0,Tecnólogo,"Manizales, Caldas",2024-09-17,1877114,1,6,Al día,750
CLI-113552,34,0,Secundaria,ibague,2022-03-21,279545,15,18,Al día,799
CLI-113553,42,2876842,Universitario,santa marta,2018-10-22,1448561,8,12,Al día,678
CLI-113554,23,2744652,Técnico,BGA,2018-12-21,3436520,25,36,Al día,567
CLI-113555,39,1106458,Tecnólogo,cali,2024-04-13,2193603,11,18,Al día,618
CLI-113556,39,987281,Universitario,"Cali, Colombia",2017-03-04,0,12,12,Cancelado,696
CLI-113557,51,0,Universitario,santa marta,2023-08-04,2950817,29,36,Al día,372
CLI-113558,75,0,Primaria,Villavicencio,2016-09-08,31880294,1,48,Moroso,371
CLI-113559,75,6740921,Universitario,"Villavicencio, Meta",2021-11-11,0,48,48,Cancelado,731
CLI-113560,66,4293691,Técnico,PEREIRA,2024-07-30,0,6,6,Cancelado,667
CLI-113561,2,0,Técnico,Barranqilla,2021-07-02,2168123,40,48,Al día,380
CLI-113562,51,5006729,Universitario,"Santa Marta, Magdalena",2022-08-28,0,6,6,Cancelado,648
CLI-113563,0,2705807,Secundaria,cucuta,2018-07-17,1715387,14,24,Al día,644
CLI-113564,59,7841302,Universitario,Bogotá,2015-11-18,0,48,48,Cancelado,
CLI-113565,30,3954918,Técnico,bogota,2017-04-18,6123289,7,48,Al día,650
CLI-113566,30,0,Tecnólogo,IBAGUÉ,2015-04-04,5967554,8,24,Moroso,356
CLI-113567,46,0,Secundaria,PEREIRA,2021-02-16,2737692,2,12,Al día,567
CLI-113568,40,0,Secundaria,Bucaramanga,2020-06-15,1265757,8,12,Al día,499
CLI-113569,36,2905109,Secundaria,SANTA MARTA,2015-05-31,4284296,7,24,Moroso,401
CLI-113570,66,2952376,Secundaria,bucaramanga,2018-04-10,7775908,8,48,Al día,760
CLI-113571,56,2382721,Técnico,BGA,2022-01-21,21180438,10,48,Moroso,
CLI-113572,66,4235610,Técnico,BARRANQUILLA,2025-03-30,0,48,48,Cancelado,804
CLI-113573,42,0,Secundaria,medellín,2020-04-16,769911,3,6,Al día,512
CLI-113574,27,3154331,Tecnólogo,Santa Marta,2020-06-23,2019682,6,12,Al día,458
CLI-113575,2,0,Universitario,Cali,2024-03-02,7659743,15,36,Al día,641
CLI-113576,51,2787455,Secundaria,"Cali, Valle",2022-01-25,1765917,30,36,Al día,439
CLI-113577,38,0,Tecnólogo,santa marta,2016-12-14,6955970,1,12,Moroso,318
CLI-113578,60,3800099,Tecnólogo,CAL,2022-04-10,4986426,10,36,Al día,604
CLI-113579,36,0,Secundaria,"Manizales, Caldas",2015-02-15,2357843,29,36,Al día,751
CLI-113580,25,4505183,Posgrado,"Manizales, Caldas",2020-09-28,3032476,11,24,Al día,508
CLI-113581,46,0,Universitario,Barranqilla,2024-09-12,2332798,11,18,Al día,588
CLI-113582,41,1816373,Secundaria,Bogotá,2024-06-18,1296348,6,18,Al día,
CLI-113583,68,0,Universitario,Medellin,2023-07-26,1047447,18,24,Al día,374
CLI-113584,37,4899352,Tecnólogo,"Pereira, Risaralda",2015-04-22,0,12,12,Cancelado,787
CLI-113585,76,0,Primaria,MEDELLÍN,2021-07-19,2060765,3,12,Al día,545
CLI-113586,69,0,Primaria,BOGOTÁ,2016-11-05,2922636,11,18,Al día,702
CLI-113587,60,2975744,Tecnólogo,Cali,2020-02-06,4605348,24,36,Al día,550
CLI-113588,59,0,Universitario,Medellin,2022-03-16,7810832,14,48,Al día,493
CLI-113589,62,2024121,Secundaria,"Ibagué, Tolima",2017-12-19,0,48,48,Cancelado,756
CLI-113590,76,3142318,Tecnólogo,PEREIRA,2018-02-12,0,6,6,Cancelado,798
CLI-113591,56,8965540,Posgrado,"Cartagena, Bolívar",2022-06-15,0,48,48,Cancelado,703
CLI-113592,58,8266669,Posgrado,BUCARAMANGA,2025-05-06,0,48,48,Cancelado,
CLI-113593,69,1869523,Secundaria,BUCARAMANGA,2020-12-22,13558393,0,24,Moroso,
CLI-113594,22,1624958,Técnico,BOG,2025-02-13,8948982,18,48,Al día,411
CLI-113595,66,0,Universitario,BARRANQUILLA,2021-06-12,5358810,6,18,Al día,425
CLI-113596,62,2803961,Tecnólogo,Manizales,2015-09-24,0,12,12,Cancelado,588
CLI-113597,65,949407,Primaria,ibague,2024-05-11,8308113,6,24,Moroso,366
CLI-113598,61,2308063,Técnico,Cartagena de Indias,2016-08-02,0,24,24,Cancelado,471
CLI-113599,45,9201950,Posgrado,villavicencio,2020-11-06,0,12,12,Cancelado,312
CLI-113600,77,2806900,Técnico,PEI,2020-04-22,5547883,11,24,Al día,322
CLI-113601,25,2217945,Técnico,SMR,2022-11-21,692475,3,6,Al día,613
CLI-113602,74,3610553,Tecnólogo,CALI,2015-07-16,0,18,18,Cancelado,796
CLI-113603,76,3615295,Universitario,San José de Cúcuta,2016-12-17,14162097,11,48,Al día,509
CLI-113604,34,0,Tecnólogo,ibague,2021-04-25,5036075,3,18,Al día,712
CLI-113605,2,0,Secundaria,VILLAVICENCIO,2024-09-22,925036,3,6,Al día,418
CLI-113606,71,2487767,Secundaria,villavicencio,2017-10-10,20903050,4,36,Moroso,328
CLI-113607,55,0,Universitario,MZL,2019-10-03,3153840,15,24,Al día,704
CLI-113608,38,4514004,Tecnólogo,ibague,2021-03-19,840796,20,24,Al día,384
CLI-113609,31,0,Secundaria,"Cali, Colombia",2024-02-29,6025596,11,36,Moroso,
CLI-113610,59,5512131,Universitario,medellín,2019-03-30,11127188,16,48,Moroso,452
CLI-113611,25,2034024,Secundaria,B/quilla,2017-12-31,3280991,1,6,Moroso,355
CLI-113612,45,0,Tecnólogo,"Pereira, Risaralda",2023-09-29,1254922,13,18,Al día,731
CLI-113613,54,5366206,Universitario,"Cali, Colombia",2020-08-19,1359683,14,24,Al día,769
CLI-113614,31,1459904,Técnico,"Pereira, Risaralda",2018-03-29,872981,1,6,Al día,523
CLI-113615,78,4566026,Tecnólogo,Bucaramanga,2024-04-27,0,12,12,Cancelado,701
CLI-113616,23,0,Universitario,pereira,2022-04-21,11518724,11,36,Moroso,
CLI-113617,74,3642236,Técnico,VILLAVICENCIO,2019-07-04,1787185,19,24,Al día,701
CLI-113618,30,2962153,Técnico,"Bucaramanga, Santander",2016-10-19,1850009,24,36,Al día,515
CLI-113619,52,0,Técnico,Pereira,2017-09-28,2168490,8,18,Al día,649
CLI-113620,56,1648717,Secundaria,MANIZALES,2017-04-28,8180548,4,18,Moroso,588
CLI-113621,69,0,Secundaria,CALI,2020-06-03,662724,20,24,Al día,507
CLI-113622,54,1846693,Técnico,Medellin,2019-12-03,2744317,31,48,Al día,612
CLI-113623,46,3283387,Universitario,cucuta,2018-02-24,14290871,17,48,Moroso,
CLI-113624,59,1258431,Secundaria,PEI,2019-12-15,4348125,4,18,Al día,409
CLI-113625,68,7394486,Universitario,Cartagena,2023-02-12,0,36,36,Cancelado,762
CLI-113626,70,1944486,Secundaria,santa marta,2021-12-04,3677985,7,18,Al día,730
CLI-113627,21,1293607,Secundaria,Villavicencio,2015-09-20,1465405,30,36,Al día,798
CLI-113628,72,1279804,Secundaria,SMR,2021-09-23,0,18,18,Cancelado,
CLI-113629,54,3327288,Tecnólogo,Cartagena de Indias,2020-01-22,770337,12,18,Al día,460
CLI-113630,72,0,Secundaria,cali,2017-04-25,22757304,3,48,Moroso,495
CLI-113631,32,2486262,Secundaria,"Pereira, Risaralda",2018-10-17,1578324,3,12,Al día,
CLI-113632,36,1213542,Primaria,"Bogotá, Colombia",2016-05-29,901450,25,36,Al día,394
CLI-113633,65,0,Tecnólogo,cucuta,2024-12-17,1379680,0,6,Moroso,336
CLI-113634,67,2466606,Posgrado,cucuta,2017-02-20,0,6,6,Cancelado,388
CLI-113635,78,3035067,Tecnólogo,"Pereira, Risaralda",2024-12-30,7540841,28,48,Al día,746
CLI-113636,66,5128466,Universitario,Ibagué,2017-05-28,0,24,24,Cancelado,664
CLI-113637,77,2539191,Secundaria,Bogotá,2016-08-24,2125145,23,36,Al día,823
CLI-113638,28,2591358,Técnico,Cúcuta,2021-11-10,0,36,36,Cancelado,830
CLI-113639,43,1763334,Secundaria,BUCARAMANGA,2015-08-08,3295225,3,12,Moroso,372
CLI-113640,36,0,Técnico,"Manizales, Caldas",2020-12-24,3153386,4,12,Al día,417
CLI-113641,72,3118237,Secundaria,"Cali, Valle",2025-04-22,0,48,48,Cancelado,548
CLI-113642,30,2161272,Secundaria,"Bucaramanga, Santander",2019-12-25,7079001,0,12,Moroso,442
CLI-113643,56,1250649,Técnico,"Medellín, Colombia",2019-06-21,1026380,3,6,Al día,639
CLI-113644,21,0,Universitario,MANIZALES,2019-04-27,4112259,8,24,Al día,644
CLI-113645,18,900000,Secundaria,MEDELLÍN,2019-04-16,3072505,2,12,Al día,579
CLI-113646,72,5020674,Universitario,Barranquilla,2021-07-08,2842810,55,48,Al día,785
CLI-113647,32,2814070,Técnico,Medellín,2017-07-30,365610,4,6,Al día,702
CLI-113648,41,3527323,Técnico,Santiago de Cali,2015-05-27,0,6,6,Cancelado,
CLI-113649,37,1195281,Secundaria,Villavicencio,2016-04-20,6754398,20,36,Al día,436
CLI-113650,51,4168030,Universitario,ibague,2021-12-28,0,6,6,Cancelado,835
CLI-113651,53,3422743,Técnico,MDL,2016-06-18,611921,2,6,Al día,434
CLI-113652,68,4395679,Técnico,"Ibagué, Tolima",2018-11-06,1319179,1,6,Moroso,
CLI-113653,41,0,Secundaria,"Cali, Colombia",2018-03-01,3529853,7,18,Al día,702
CLI-113654,42,1164353,Secundaria,"Villavicencio, Meta",2016-11-24,2977178,4,12,Al día,474
CLI-113655,29,5390789,Universitario,Manizales,2017-05-05,876895,1,6,Al día,628
CLI-113656,26,0,Primaria,Cúcuta,2017-10-15,1274236,31,36,Al día,416
CLI-113657,27,6435520,Posgrado,MZL,2024-04-26,0,6,6,Cancelado,678
CLI-113658,36,2229403,Técnico,Cartagena,2017-05-01,3486655,0,12,Moroso,453
CLI-113659,69,4778381,Universitario,"Cali, Valle",2019-04-07,0,36,36,Cancelado,837
CLI-113660,3,0,Secundaria,MANIZALES,2024-10-11,3833754,3,12,Al día,699
CLI-113661,56,0,Secundaria,Sta Marta,2023-12-07,4343978,7,48,Al día,392
CLI-113662,57,2877833,Tecnólogo,Bucaramanga,2023-06-20,0,48,48,Cancelado,700
CLI-113663,78,0,Tecnólogo,Bogotá D.C.,2017-08-15,5044346,23,36,Al día,440
CLI-113664,0,3061260,Tecnólogo,BOG,2016-08-16,1160850,2,6,Al día,311
CLI-113665,35,900000,Tecnólogo,MDL,2024-05-01,6062797,21,36,Al día,571
CLI-113666,55,4783745,Universitario,bucaramanga,2019-02-13,2512051,0,6,Al día,621
CLI-113667,66,1283952,Primaria,Villavo,2023-02-15,1846370,27,36,Al día,781
CLI-113668,22,1488731,Secundaria,pereira,2018-07-11,2235172,6,18,Al día,499
CLI-113669,43,2958272,Secundaria,BARRANQUILLA,2015-05-13,2213667,18,24,Al día,603
CLI-113670,25,2587990,Tecnólogo,SANTA MARTA,2021-09-18,3102247,11,18,Al día,386
CLI-113671,39,3511924,Técnico,BUCARAMANGA,2025-06-22,0,48,48,Cancelado,765
CLI-113672,22,1618557,Secundaria,Bogotá,2017-06-07,896277,2,12,Al día,722
CLI-113673,48,2319049,Técnico,"Manizales, Caldas",2022-05-09,17193228,9,36,Moroso,526
CLI-113674,40,3237119,Tecnólogo,Ibague,2018-12-03,5756698,2,18,Moroso,347
CLI-113675,19,4822081,Universitario,Bogotá,2020-07-02,714075,4,6,Al día,641
CLI-113676,78,2088461,Secundaria,B/manga,2017-11-27,1316422,9,12,Al día,541
CLI-113677,60,0,Universitario,San José de Cúcuta,2020-02-20,3479875,3,12,Moroso,328
CLI-113678,67,0,Universitario,Villavicencio,2015-12-11,6755375,11,48,Al día,734
CLI-113679,23,1805324,Secundaria,CARTAGENA,2021-05-08,398355,10,12,Al día,510
CLI-113680,54,5553098,Universitario,Santiago de Cali,2017-09-13,4484024,10,48,Al día,434
CLI-113681,60,4336431,Universitario,VILLAVICENCIO,2018-09-11,0,18,18,Cancelado,580
CLI-113682,51,2119300,Secundaria,BOG,2019-02-10,2801099,38,48,Al día,569
CLI-113683,20,2031928,Secundaria,MZL,2016-12-31,808739,7,12,Al día,829
CLI-113684,68,1079535,Primaria,San José de Cúcuta,2025-04-22,0,24,24,Cancelado,751
CLI-113685,30,1175609,Primaria,BOG,2020-02-25,4752078,24,36,Al día,499
CLI-113686,60,0,Universitario,Pereira,2022-01-24,1411844,2,12,Al día,344
CLI-113687,44,1571023,Primaria,SMR,2022-09-02,1030722,2,6,Al día,498
CLI-113688,61,0,Universitario,Cucuta,2021-02-12,182513,4,6,Al día,332
CLI-113689,45,0,Tecnólogo,Villavicencio,2020-05-09,4607846,13,24,Al día,440
CLI-113690,73,3391995,Tecnólogo,Santa Marta,2019-04-19,0,18,18,Cancelado,671
CLI-113691,22,0,Universitario,Med.,2015-07-27,823226,7,12,Al día,493
CLI-113692,58,4087666,Técnico,Cúcuta,2021-08-05,2466242,4,12,Moroso,460
CLI-113693,63,7600860,Posgrado,Bogotá D.C.,2015-06-09,1820346,1,6,Al día,363
CLI-113694,55,1110168,Primaria,Cucuta,2022-08-18,8439474,28,48,Al día,780
CLI-113695,26,0,Universitario,Bogotá,2016-02-23,2244127,21,36,Al día,355
CLI-113696,57,900000,Primaria,"Villavicencio, Meta",2017-11-23,1504729,2,12,Al día,571
CLI-113697,35,4308641,Universitario,Santiago de Cali,2015-09-17,2304609,10,18,Al día,426
CLI-113698,70,0,Técnico,Cucuta,2021-05-27,623079,3,6,Al día,673
CLI-113699,3,0,Secundaria,Medellin,2019-07-21,724620,20,24,Al día,680
CLI-113700,61,0,Universitario,SANTA MARTA,2015-04-01,578270,21,24,Al día,310
CLI-113701,72,0,Secundaria,villavicencio,2025-06-02,851855,14,6,Al día,613
CLI-113702,45,0,Secundaria,BAQ,2019-07-14,9805098,9,48,Al día,407
CLI-113703,31,2490554,Universitario,"Cali, Valle",2025-03-03,1136731,1,6,Al día,314
CLI-113704,35,1736902,Técnico,Barranquilla,2017-09-12,2525956,13,36,Al día,627
CLI-113705,27,0,Tecnólogo,Cucuta,2021-04-14,6327375,5,36,Al día,492
CLI-113706,41,1918906,Secundaria,"Bucaramanga, Santander",2020-05-25,3169768,7,18,Moroso,408
CLI-113707,76,2248292,Secundaria,BGA,2024-12-04,3397983,3,12,Al día,694
CLI-113708,72,6995657,Universitario,Bogotá D.C.,2016-06-04,0,12,12,Cancelado,679
CLI-113709,52,1540040,Secundaria,CAL,2017-02-24,0,6,6,Cancelado,712
CLI-113710,42,6200870,Universitario,"Pereira, Risaralda",2021-04-12,1002942,7,18,Al día,410
CLI-113711,32,11837665,Posgrado,BGA,2019-06-09,0,6,6,Cancelado,748
CLI-113712,25,0,Tecnólogo,"Santa Marta, Magdalena",2018-08-01,2004281,1,6,Al día,554
CLI-113713,26,3607996,Tecnólogo,"Cali, Colombia",2022-08-22,14458194,11,36,Moroso,373
CLI-113714,28,3710906,Tecnólogo,BAQ,2022-11-17,251284,15,18,Al día,690
CLI-113715,23,2985404,Técnico,Ibagué,2015-02-11,11497184,10,36,Al día,446
CLI-113716,51,5401592,Universitario,bogota,2016-03-04,15550121,0,24,Moroso,
CLI-113717,63,0,Posgrado,PEI,2018-03-26,5304191,15,48,Al día,472
CLI-113718,39,6619424,Universitario,Bucaramanga,2015-05-30,485858,6,12,Al día,677
CLI-113719,78,0,Secundaria,CTG,2020-02-26,2806257,21,36,Al día,719
CLI-113720,24,3638531,Técnico,Bogotá,2021-10-07,2988889,24,36,Al día,666
CLI-113721,75,0,Tecnólogo,Cucuta,2023-02-24,1253237,9,24,Al día,668
CLI-113722,2,3066636,Técnico,MZL,2017-07-27,2606277,27,36,Al día,613
CLI-113723,18,0,Primaria,cali,2016-05-30,3774227,5,18,Al día,649
CLI-113724,27,1783913,Secundaria,"Ibagué, Tolima",2020-07-20,3206049,1,6,Moroso,
CLI-113725,48,5391302,Universitario,Bogota,2023-12-16,0,36,36,Cancelado,625
CLI-113726,46,2131946,Secundaria,CARTAGENA,2023-07-21,5936734,6,24,Al día,464
CLI-113727,18,1350215,Secundaria,PEI,2017-10-20,2582834,11,18,Al día,598
CLI-113728,66,4206405,Tecnólogo,Pereira,2019-02-19,7997581,2,36,Moroso,403
CLI-113729,75,0,Primaria,PEREIRA,2023-12-21,7527159,19,48,Al día,485
CLI-113730,42,5555200,Universitario,cucuta,2023-10-13,0,36,36,Cancelado,787
CLI-113731,53,0,Secundaria,Bogotá,2025-06-30,13155328,2,24,Moroso,381
CLI-113732,59,1650121,Técnico,"Cali, Colombia",2022-10-21,3158278,19,12,Al día,531
CLI-113733,70,6165859,Universitario,"Villavicencio, Meta",2018-08-29,0,36,36,Cancelado,445
CLI-113734,2,0,Secundaria,bucaramanga,2018-01-08,2750649,3,12,Al día,444
CLI-113735,64,7915382,Posgrado,Bta,2024-06-20,0,24,24,Cancelado,608
CLI-113736,52,0,Técnico,B/quilla,2016-12-20,3757486,3,18,Al día,563
CLI-113737,27,0,Técnico,Ibagué,2019-12-09,11461684,1,18,Moroso,
CLI-113738,19,4802126,Universitario,cucuta,2018-04-03,5704210,23,36,Al día,736
CLI-113739,26,0,Técnico,santa marta,2016-08-19,295276,4,6,Al día,727
CLI-113740,42,2276404,Técnico,Ibagué,2020-01-22,0,48,48,Cancelado,786
CLI-113741,67,2688745,Técnico,Ibagué,2022-01-28,0,12,12,Cancelado,757
CLI-113742,24,2789933,Secundaria,"Cali, Valle",2017-12-29,0,6,6,Cancelado,593
CLI-113743,73,2497414,Universitario,bogota,2019-11-14,1425955,1,6,Al día,494
CLI-113744,25,0,Técnico,medellín,2015-07-15,4131850,15,48,Al día,398
CLI-113745,25,1722903,Primaria,BARRANQUILLA,2019-11-20,812858,4,6,Al día,574
CLI-113746,76,0,Universitario,CTG,2016-07-29,12309197,0,18,Moroso,582
CLI-113747,42,4701658,Universitario,Medellin,2020-08-25,692075,3,6,Al día,690
CLI-113748,22,0,Primaria,Barranquilla,2019-04-10,2106588,6,12,Al día,491
CLI-113749,75,4693872,Tecnólogo,Cartagena de Indias,2021-12-08,0,6,6,Cancelado,710
CLI-113750,67,4249686,Tecnólogo,villavicencio,2019-05-27,1835677,4,18,Al día,339
CLI-113751,58,900000,Primaria,Bogotá,2016-10-26,7382944,3,18,Moroso,367
CLI-113752,33,900000,Técnico,"Barranquilla, Atlántico",2024-06-29,2634621,0,12,Moroso,
CLI-113753,28,1499228,Secundaria,"Ibagué, Tolima",2024-12-03,7692837,2,24,Moroso,
CLI-113754,74,11155861,Posgrado,"Medellín, Colombia",2021-09-19,1458006,8,12,Al día,398
CLI-113755,28,0,Técnico,MEDELLÍN,2019-02-15,2674815,7,18,Al día,808
CLI-113756,35,0,Tecnólogo,MANIZALES,2015-07-04,948018,15,18,Al día,560
CLI-113757,75,2109673,Técnico,ibague,2015-07-24,1145883,16,24,Al día,485
CLI-113758,60,1897220,Técnico,PEI,2025-01-05,1780182,23,18,Al día,829
CLI-113759,64,2922168,Secundaria,VILLAVICENCIO,2015-02-05,448592,5,6,Al día,829
CLI-113760,73,10205478,Posgrado,CAL,2019-02-10,0,36,36,Cancelado,566
CLI-113761,49,1615991,Secundaria,Barranqilla,2023-04-15,727376,7,12,Al día,
CLI-113762,24,930701,Secundaria,Barranqilla,2023-01-10,7790453,16,36,Al día,791
CLI-113763,49,2570492,Tecnólogo,medellin,2016-05-03,8561182,19,48,Al día,578
CLI-113764,77,3513351,Tecnólogo,BUCARAMANGA,2015-01-01,2857037,21,36,Al día,602
CLI-113765,46,1893196,Técnico,Villavo,2015-06-10,944093,7,12,Al día,375
CLI-113766,35,8484849,Posgrado,"Villavicencio, Meta",2015-10-11,0,18,18,Cancelado,774
CLI-113767,26,3644510,Técnico,CALI,2023-05-15,1227993,9,12,Al día,333
CLI-113768,60,7068670,Posgrado,CAL,2020-08-09,2545656,6,12,Al día,524
CLI-113769,43,3726445,Universitario,bucaramanga,2024-03-03,532066,4,6,Al día,551
CLI-113770,58,900000,Secundaria,"Pereira, Risaralda",2024-09-04,0,12,12,Cancelado,761
CLI-113771,36,7494082,Universitario,"Villavicencio, Meta",2024-10-15,0,24,24,Cancelado,681
CLI-113772,29,2204891,Técnico,B/manga,2015-02-06,3565050,15,36,Al día,824
CLI-113773,72,0,Secundaria,Medellin,2016-09-07,3120122,13,24,Al día,819
CLI-113774,27,0,Técnico,"Bucaramanga, Santander",2020-03-05,1617562,1,6,Al día,508
CLI-113775,34,5455411,Universitario,Cali,2021-01-17,1314752,20,36,Al día,306
CLI-113776,18,4054481,Tecnólogo,"Bogotá, Colombia",2020-07-22,10845481,11,36,Al día,746
CLI-113777,40,2731395,Secundaria,PEREIRA,2016-03-20,3087341,17,24,Al día,718
CLI-113778,67,6758846,Universitario,BOG,2015-10-01,0,18,18,Cancelado,676
CLI-113779,78,6109163,Universitario,BAQ,2024-06-19,0,24,24,Cancelado,767
CLI-113780,52,4351309,Universitario,PEI,2016-07-24,1823235,3,18,Al día,561
CLI-113781,26,3680977,Tecnólogo,CARTAGENA,2015-07-17,0,18,18,Cancelado,557
CLI-113782,34,3958285,Universitario,CARTAGENA,2023-09-03,1607637,7,12,Al día,494
CLI-113783,24,1364776,Secundaria,PEREIRA,2018-03-03,1741451,18,24,Al día,785
CLI-113784,67,0,Posgrado,Santiago de Cali,2025-02-26,2886521,7,24,Al día,414
CLI-113785,38,2510570,Secundaria,"Medellín, Colombia",2019-11-08,2211196,17,24,Al día,572
